Name                                                                                                Stmts   Miss  Cover
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/jp/jp_prefectures                          2      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/kw/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/kw/forms                                  36      4    89%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/mk/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/mk/forms                                  52      1    98%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/mk/mk_choices                              3      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/mk/models                                 28      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/mx/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/mx/forms                                  79      2    97%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/mx/models                                 37      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/mx/mx_states                               3      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/nl/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/nl/forms                                  55      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/nl/nl_provinces                            2      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/pl/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/pl/forms                                  95      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/pl/pl_administrativeunits                  2      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/pl/pl_voivodeships                         2      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/pt/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/pt/forms                                  27      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/py/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/py/forms                                   9      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/py/py_department                           2      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/ro/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/ro/forms                                 115      4    97%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/ro/ro_counties                             2      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/ru/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/ru/forms                                  24      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/ru/ru_regions                              4      0   100%
